year,month,day,val
1972,5,8,0.54248832
1972,5,9,0.0031954932
1972,5,10,0.9902196
1972,5,11,0.8278632
1972,5,12,0.01379592
1972,5,13,0.0054067068
1972,5,14,0.022652676
1972,5,15,0.035021592
1972,5,16,0.20077416
1972,5,17,0.31900932
1972,5,18,15.476616
1972,5,19,7.011954
1972,5,20,0.90286056
1972,5,21,1.2300768
1972,5,22,0.79059456
1972,5,23,0.26452656
1972,5,24,0.11061792
1972,5,25,2.4381324
1972,5,26,6.68682
1972,5,27,5.5384668
1972,5,28,4.153788
1972,5,29,2.4109596
1972,5,30,1.7625276
1972,5,31,9.7145784
1972,6,1,18.80982
1972,6,2,23.500692
1972,6,3,19.33794
1972,6,4,25.180632
1972,6,5,20.001276
1972,6,6,9.467442
1972,6,7,4.3305732
1972,6,8,5.743062
1972,6,9,6.6052692
1972,6,10,3.454812
1972,6,11,3.480408
1972,6,12,22.17834
1972,6,13,39.232512
1972,6,14,33.025104
1972,6,15,43.144272
1972,6,16,298.59192
1972,6,17,116.16048
1972,6,18,22.186332
1972,6,19,14.150916
1972,6,20,12.590748
1972,6,21,14.32188
1972,6,22,15.140196
1972,6,23,15.394644
1972,6,24,14.670504
1972,6,25,25.015932
1972,6,26,45.7164
1972,6,27,34.20738
1972,6,28,35.83764
1972,6,29,28.159704
1972,6,30,23.064264
1972,7,1,29.189052
1972,7,2,25.684992
1972,7,3,20.175912
1972,7,4,21.73986
1972,7,5,19.157688
1972,7,6,4.9016232
1972,7,7,6.9678792
1972,7,8,11.753856
1972,7,9,13.829076
1972,7,10,13.643748
1972,7,11,0.90178704
1972,7,12,0.47057004
1972,7,13,4.37994
1972,7,14,8.8518744
1972,7,15,6.5939184
1972,7,16,11.412252
1972,7,17,3.3614244
1972,7,18,3.837726
1972,7,19,4.0799484
1972,7,20,2.0273328
1972,7,21,16.400016
1972,7,22,8.86761
1972,7,23,34.89966
1972,7,24,32.811696
1972,7,25,17.160444
1972,7,26,16.844112
1972,7,27,3.6021024
1972,7,28,7.7572836
1972,7,29,12.9735
1972,7,30,5.5511352
1972,7,31,28.814832
1972,8,1,7.6721472
1972,8,2,7.4573352
1972,8,3,20.752632
1972,8,4,15.297984
1972,8,5,14.72634
1972,8,6,18.882396
1972,8,7,19.020312
1972,8,8,18.731844
1972,8,9,11.009196
1972,8,10,17.022312
1972,8,11,14.3343
1972,8,12,16.706628
1972,8,13,20.308968
1972,8,14,11.657412
1972,8,15,14.61078
1972,8,16,11.727288
1972,8,17,7.5561552
1972,8,18,14.61402
1972,8,19,22.55364
1972,8,20,15.099048
1972,8,21,16.151832
1972,8,22,19.1025
1972,8,23,14.149404
1972,8,24,12.4362
1972,8,25,14.837148
1972,8,26,10.3401684
1972,8,27,8.7142608
1972,8,28,19.708488
1972,8,29,21.086136
1972,8,30,22.603752
1972,8,31,16.837956
1972,9,1,19.92492
1972,9,2,23.647896
1972,9,3,19.197972
1972,9,4,18.793836
1972,9,5,18.767268
1972,9,6,5.6932416
1972,9,7,11.526084
1972,9,8,15.972228
1972,9,9,12.562776
1972,9,10,10.1288016
