year,month,day,val
1973,1,26,25.0896
1973,1,27,25.816
1973,1,28,25.912
1973,1,29,26.6791
1973,1,30,25.7351
1973,1,31,25.2221
1973,2,1,26.4724
1973,2,2,27.4484
1973,2,3,27.7033
1973,2,4,26.8564
1973,2,5,25.4186
1973,2,6,26.5008
1973,2,7,26.6466
1973,2,8,27.4513
1973,2,9,27.3467
1973,2,10,26.4876
1973,2,11,27.2713
1973,2,12,27.1347
1973,2,13,27.0195
1973,2,14,27.6978
1973,2,15,28.3949
1973,2,16,26.4052
1973,2,17,27.7345
1973,2,18,26.9864
1973,2,19,26.0373
1973,2,20,26.8091
1973,2,21,27.2817
1973,2,22,26.4904
1973,2,23,26.1661
1973,2,24,25.872
1973,2,25,26.2509
1973,2,26,25.9205
1973,2,27,26.7213
1973,2,28,26.1931
1973,3,1,27.2873
1973,3,2,28.1866
1973,3,3,27.4936
1973,3,4,27.8459
1973,3,5,27.5736
1973,3,6,28.4914
1973,3,7,27.0788
1973,3,8,27.3955
1973,3,9,27.7873
1973,3,10,27.8595
1973,3,11,27.9122
1973,3,12,27.7183
1973,3,13,27.339
1973,3,14,27.8619
1973,3,15,27.2087
1973,3,16,27.9178
1973,3,17,28.7057
1973,3,18,27.1958
1973,3,19,27.5341
1973,3,20,28.2613
1973,3,21,27.6014
1973,3,22,28.0164
1973,3,23,26.3151
1973,3,24,25.604
1973,3,25,26.8689
1973,3,26,28.347
1973,3,27,28.0595
1973,3,28,28.0432
1973,3,29,27.3633
1973,3,30,28.8156
1973,3,31,27.519
1973,4,1,27.7782
1973,4,2,28.2003
1973,4,3,27.0037
1973,4,4,26.7273
1973,4,5,28.3898
1973,4,6,27.126
1973,4,7,27.9706
1973,4,8,28.2311
1973,4,9,27.4076
1973,4,10,28.731
1973,4,11,28.5079
1973,4,12,27.6671
1973,4,13,27.3891
1973,4,14,28.5841
1973,4,15,28.6707
1973,4,16,28.8417
1973,4,17,27.7833
1973,4,18,27.6414
1973,4,19,27.5823
1973,4,20,26.7274
1973,4,21,26.647
1973,4,22,27.4766
1973,4,23,28.5995
1973,4,24,28.7028
1973,4,25,27.925
1973,4,26,27.0478
1973,4,27,27.1022
1973,4,28,27.923
1973,4,29,27.5676
1973,4,30,27.9385
1973,5,1,27.6225
1973,5,2,28.0198
1973,5,3,28.1236
1973,5,4,28.2235
1973,5,5,28.2776
1973,5,6,27.3808
1973,5,7,27.1359
1973,5,8,27.5755
1973,5,9,27.6727
1973,5,10,27.8491
1973,5,11,27.7336
1973,5,12,26.6245
1973,5,13,27.3405
1973,5,14,27.4893
1973,5,15,27.8999
1973,5,16,27.7677
1973,5,17,27.6435
1973,5,18,28.0544
1973,5,19,27.5351
1973,5,20,26.3511
1973,5,21,27.0741
1973,5,22,27.3359
1973,5,23,28.7449
1973,5,24,28.1042
1973,5,25,28.381
1973,5,26,28.5146
1973,5,27,27.1441
1973,5,28,27.2964
1973,5,29,28.1013
1973,5,30,27.9605
1973,5,31,28.0087
1973,6,1,27.6326
1973,6,2,27.2899
1973,6,3,26.1051
1973,6,4,26.9606
1973,6,5,27.6137
1973,6,6,27.9222
1973,6,7,28.7332
1973,6,8,27.7702
1973,6,9,27.531
1973,6,10,27.526
1973,6,11,28.6735
1973,6,12,26.8638
1973,6,13,27.0782
1973,6,14,27.3127
1973,6,15,27.9535
1973,6,16,27.4848
1973,6,17,27.796
1973,6,18,27.0847
1973,6,19,27.1117
1973,6,20,27.3757
1973,6,21,27.7378
1973,6,22,27.4201
1973,6,23,27.2218
1973,6,24,26.987
1973,6,25,27.7574
1973,6,26,28.1716
1973,6,27,27.2227
1973,6,28,26.8877
1973,6,29,27.7278
1973,6,30,27.7108
1973,7,1,27.6754
1973,7,2,27.4278
1973,7,3,25.9721
1973,7,4,24.3131
1973,7,5,26.4021
1973,7,6,28.3954
1973,7,7,27.4817
1973,7,8,26.6055
1973,7,9,26.1399
1973,7,10,26.7116
1973,7,11,27.7202
1973,7,12,27.8004
1973,7,13,27.5497
1973,7,14,28.2479
1973,7,15,27.2666
1973,7,16,28.0418
1973,7,17,28.2465
1973,7,18,27.832
1973,7,19,28.3867
1973,7,20,28.1199
1973,7,21,27.4722
1973,7,22,27.3933
1973,7,23,26.2466
1973,7,24,26.2405
1973,7,25,26.9795
1973,7,26,26.8286
1973,7,27,26.5536
1973,7,28,27.5736
1973,7,29,26.7792
1973,7,30,26.952
1973,7,31,26.7999
1973,8,1,27.2042
1973,8,2,28.0193
1973,8,3,27.6639
1973,8,4,26.8241
1973,8,5,26.8981
1973,8,6,27.708
1973,8,7,27.2254
1973,8,8,27.4331
1973,8,9,25.5827
1973,8,10,26.5898
1973,8,11,27.1159
1973,8,12,26.4477
1973,8,13,27.1644
1973,8,14,27.3698
1973,8,15,26.9253
1973,8,16,26.9368
1973,8,17,26.4404
1973,8,18,26.7968
1973,8,19,27.951
1973,8,20,26.3999
1973,8,21,27.8629
1973,8,22,27.4797
1973,8,23,27.6633
1973,8,24,26.9767
1973,8,25,25.9753
1973,8,26,27.4733
1973,8,27,27.4338
1973,8,28,27.4742
1973,8,29,26.8901
1973,8,30,27.7094
1973,8,31,25.4807
1973,9,1,25.9548
1973,9,2,27.0675
1973,9,3,26.5201
1973,9,4,25.3366
1973,9,5,26.9022
1973,9,6,27.4833
1973,9,7,26.9634
1973,9,8,27.0142
1973,9,9,27.8899
1973,9,10,26.923
1973,9,11,26.7281
1973,9,12,26.3661
1973,9,13,26.5478
1973,9,14,26.6567
1973,9,15,26.2756
1973,9,16,27.2108
1973,9,17,26.0115
1973,9,18,26.6171
1973,9,19,27.0415
1973,9,20,26.3864
